Nombre,Direccion,Latitud,Longitud
RETEN LOICA,"Ruta G-690, San Pedro, Santiago Metropolitan Region, Chile",-33.97646947952227,-71.46948489814758
TENENCIA SAN PEDRO,"Avenida Hermosilla 13, 9660007 San Pedro, Santiago Metropolitan Region, Chile",-33.895488339727954,-71.45435069247287
31A. COMISARÍA DE SAN RAMÓN,"Vicuña Mackenna 1759, 8880043 San Ramón, Santiago Metropolitan Region, Chile",-33.54610991201205,-70.64487411404082
1A. COMISARÍA SANTIAGO CENTRAL NORTE,"Santo Domingo 784, 8320051 Santiago, Santiago Metropolitan Region, Chile",-33.43591991574738,-70.64757438728736
2A. COMISARÍA SANTIAGO CENTRAL SUR,"Toesca 2368, 8370268 Santiago, Santiago Metropolitan Region, Chile",-33.45472806707984,-70.66753157998522
3A. COMISARÍA DE SANTIAGO CENTRAL NORTE,"Elias Fernandez Albano 174, 8340671 Santiago, Santiago Metropolitan Region, Chile",-33.44187276534944,-70.65851176444318
4A. COMISARÍA SANTIAGO CENTRAL SUR,"Chiloé 1472, 8360485 Santiago, Santiago Metropolitan Region, Chile",-33.46534171834985,-70.64547419523939
JEFATURA ZONA METROPOLITANA,"Catedral 1445, 8340751 Santiago, Santiago Metropolitan Region, Chile",-33.4373774,-70.6569373
PREFECTURA SANTIAGO CENTRAL NORTE,"Amunátegui 518, 8340305 Santiago, Santiago Metropolitan Region, Chile",-33.4377965,-70.6568869
RETÉN CASA MONEDA,"Avenida Portales 3586, 9170007 Estación Central, Santiago Metropolitan Region, Chile",-33.444344,-70.685496
28A. COMISARÍA C.O.P.,"San Isidro 327, 8330327 Santiago, Santiago Metropolitan Region, Chile",-33.4482175,-70.6435902
28A. COMISARÍA FUERZAS ESPECIALES (FF.EE.),"San Isidro 330, 8330327 Santiago, Santiago Metropolitan Region, Chile",-33.44843,-70.64306
TENENCIA PARQUE METROPOLITANO,"Avenida El Cerro 691, 7520192 Providencia, Santiago Metropolitan Region, Chile",-33.4151758,-70.6172038
48VA. COMISARÍA FAMILIA E INFANCIA,"Dieciocho 1427, 8330430 Santiago, Santiago Metropolitan Region, Chile",-33.449907169889705,-70.65758542820281
32A COMISARÍA DEL TRÁNSITO,"Santo Domingo 1135, 8340286 Santiago, Santiago Metropolitan Region, Chile",-33.43647619511441,-70.65384106441802
35VA. COMISARIA DELITOS SEXUALES,"Avenida Italia 1100, 7501324 Providencia, Santiago Metropolitan Region, Chile",-33.4447459198,-70.6252181818
23A. COMISARIA TALAGANTE,"Bombero Hernán Avilés González 875, 9670687 Talagante, Santiago Metropolitan Region, Chile",-33.67047124776245,-70.93884713224008
RETEN CALEU,"Cuesta Caleu 332, 9420000 Tiltil, Santiago Metropolitan Region, Chile",-33.0050771,-70.992701
RETEN HUERTOS FAMILIARES,"3 Oriente 241, 9420359 Tiltil, Santiago Metropolitan Region, Chile",-33.1365011,-70.79934760000003
TENENCIA TILTIL,"Daniel Moya 280, 9420226 Tiltil, Santiago Metropolitan Region, Chile",-33.08705402424304,-70.9217027707457
RETEN RUNGUE,"Ruta 5 Norte, Tiltil, Santiago Metropolitan Region, Chile",-33.0062908,-70.88906070000002
37A. COMISARÍA DE VITACURA,"Puerto Rico 7905, 7650464 Vitacura, Santiago Metropolitan Region, Chile",-33.389489123112256,-70.55451135641073
PREFECTURA SANTIAGO ANDES,"Avenida Santa María 6698, 7660000 Vitacura, Santiago Metropolitan Region, Chile",-33.377201,-70.57172400000002
TENENCIA CORRAL,"Blanco 12, 5190048 Corral, Los Ríos Region, Chile",-39.8890582,-73.4264044
RETEN LLIFEN (F),"Ruta T-551, 4930000 Futrono, Los Ríos Region, Chile",-40.198945630948444,-72.25933681031984
TENENCIA FUTRONO,"Avenida José Manuel Balmaceda 182, 4930000 Futrono, Los Ríos Region, Chile",-40.127821756766735,-72.39383227581789
3A. COMISARÍA LA UNIÓN.,"Philippi 766, 5220000 Comuna de La Unión, Los Ríos Region, Chile",-40.293292892136186,-73.08467559978527
RETEN CATAMUTUN,"Ruta T-724, Comuna de La Unión, Los Ríos Region, Chile",-40.1587559,-73.1299549
RETEN CUNCO MASHUE,"Ruta T-800, 5220000 Comuna de La Unión, Los Ríos Region, Chile",-40.2682772,-73.2961103
TENENCIA CARRETERA VALDIVIA,"Ruta 5 Sur, 5220000 Comuna de La Unión, Los Ríos Region, Chile",-40.17178330682487,-72.90077319510652
RETEN PUERTO NUEVO,"Ruta T-759, 5220000 Comuna de La Unión, Los Ríos Region, Chile",-40.24332357194987,-72.57975985787641
RETEN RIÑINAHUE (F),"Ruta T-851, Lago Ranco, Los Ríos Region, Chile",-40.32220976706765,-72.21125726071318
TENENCIA LAGO RANCO,"Viña del Mar 153, 5220000 Lago Ranco, Los Ríos Region, Chile",-40.3198824,-72.4764031
SUBCOMISARÍA LANCO,"Yungay 355, 5160093 Lanco, Los Ríos Region, Chile",-39.45232630666114,-72.77234672593988
2A. COMISARÍA DE LOS LAGOS,"Quinchilca 138, 5100000 Los Lagos, Los Ríos Region, Chile",-39.8622674,-72.81249579999997
RETEN ANTILHUE,"Luis Herrera, 5100000 Los Lagos, Los Ríos Region, Chile",-39.80482913318956,-72.96086441410762
RETEN RIÑIHUE,"Calle Choshuenco, 4930000 Los Lagos, Los Ríos Region, Chile",-39.819930112367075,-72.4428055603799
TENENCIA MAFIL,"Acceso Sur a Máfil 679, 5200016 Máfil, Los Ríos Region, Chile",-39.6667383,-72.9475917
RETEN MEHUIN,"Los Notros 9, 5110000 Mariquina, Los Ríos Region, Chile",-39.4311276,-73.21321669999998
TENENCIA SAN JOSE DE LA MARIQUINA,"Alejo Carrillo 140, 5100000 Mariquina, Los Ríos Region, Chile",-39.540686684566694,-72.96076841035563
RETEN PICHIRROPULLI,"Ruta T-676, 5220000 Paillaco, Los Ríos Region, Chile",-40.1498476,-72.8925312
RETEN REUMEN,"12 de Octubre 10, 5220000 Paillaco, Los Ríos Region, Chile",-39.9875944,-72.8333933
SUBCOMISARÍA PAILLACO,"Manuel Rodríguez 979, 5230035 Paillaco, Los Ríos Region, Chile",-40.069404123140615,-72.87333304770044
5A COMISARIA PANGUIPULLI,"Bernardo O'Higgins 203, 4930000 Panguipulli, Los Ríos Region, Chile",-39.64149652223758,-72.33686537238503
RETEN CHOSHUENCO,"Avenida San Martín 85, 4930000 Panguipulli, Los Ríos Region, Chile",-39.8374853,-72.0837363
RETEN COÑARIPE,"Guido Beck de Ramberga, 4930000 Panguipulli, Los Ríos Region, Chile",-39.56658655655875,-72.00847010376145
RETEN MALALHUE,"Manuel Rodríguez 118, 4930000 Lanco, Los Ríos Region, Chile",-39.54444397964901,-72.50283981646442
RETEN NELTUME,"Ruta 203 CH, 4930000 Panguipulli, Los Ríos Region, Chile",-39.85111447080176,-71.94729402926077
TENENCIA LIQUIÑE (F),"Ruta 201 CH, 4930000 Panguipulli, Los Ríos Region, Chile",-39.7474773865788,-71.85552678648997
TENENCIA PIRIHUEICO (F),"Ruta 203 CH, Panguipulli, Los Ríos Region, Chile",-40.0969537,-71.6782753
RETEN VIVANCO,"Ruta T-849, 5220000 Río Bueno, Los Ríos Region, Chile",-40.3749828,-72.6212017
RETEN CARIMALLIN,"Ruta T-931, 5310000 Río Bueno, Los Ríos Region, Chile",-40.55528711238056,-72.77400062645876
RETEN DIUMEN,"Ruta T-851, 5220000 Río Bueno, Los Ríos Region, Chile",-40.3074922,-72.6923784
RETEN MANTILHUE,"Ruta T-985, 5310000 Río Bueno, Los Ríos Region, Chile",-40.6203806,-72.4928375
4A. COMISARÍA DE RIO BUENO,"Avenida Arturo Prat 702, 5220000 Río Bueno, Los Ríos Region, Chile",-40.335519828812615,-72.95797663137444
1A COMISARIA VALDIVIA,"Beauchef 1022, 5110672 Valdivia, Los Ríos Region, Chile",-39.81726915970233,-73.23542486088286
TENENCIA MOGOLLONES,"Donald Canter 4005, 5100000 Valdivia, Los Ríos Region, Chile",-39.83234830820803,-73.20160476190188
PREFECTURA VALDIVIA N° 3,"Beauchef 1042, 5110643 Valdivia, Los Ríos Region, Chile",-39.8170686,-73.2352862
RETEN ISLA TEJAS,"Los Boldos 415, 5110523 Valdivia, Los Ríos Region, Chile",-39.81498256230699,-73.25817639140166
RETEN PUNUCAPA,"Ruta T-360, 5110000 Valdivia, Los Ríos Region, Chile",-39.75677279593587,-73.2644276183853
SUBCOMISARÍA GENERAL OSCAR CRISTI GALLO,"Avenida Francia 2950, 5090527 Valdivia, Los Ríos Region, Chile",-39.83826210542166,-73.22771061925783
6TA COMISARÍA FF.EE VALDIVIA,"Avenida Balmaceda 5340, 5111837 Valdivia, Los Ríos Region, Chile",-39.8063649,-73.2091137
TENENCIA LOS JAZMINES,"Honduras 312, 5100103 Valdivia, Los Ríos Region, Chile",-39.82099584972782,-73.21111896071318
RETEN NIEBLA,"Del Castillo 1105, 5110000 Valdivia, Los Ríos Region, Chile",-39.86907810393791,-73.39951744047545
1A. COMISARIA ARICA,"Doctor Juan Noé 901, 1002429 Arica, Arica and Parinacota Region, Chile",-18.478146004182744,-70.31177098031861
3A. COMISARIA ARICA,"Avenida Loa 1475, 1020308 Arica, Arica and Parinacota Region, Chile",-18.47040875241227,-70.29380580758743
PREFECTURA DE ARICA Nª 1,"Doctor Juan Noé 799, 1000389 Arica, Arica and Parinacota Region, Chile",-18.4782549,-70.31214469999998
RETEN CENTRAL (F),"Arica, Chile",-18.3616966,-69.9592906
RETEN POCONCHILE (F),"Ruta 11 CH KM 27, Arica, Arica and Parinacota Region, Chile",-18.4524218,-70.0665484
RETEN SAN MIGUEL DE AZAPA,"Ruta A-27 4160, 1020000 Arica, Arica and Parinacota Region, Chile",-18.51897806293018,-70.17967852141106
4A. COMISARÍA CHACALLUTA,"Ruta 5 Norte KM 2086, Arica, Arica and Parinacota Region, Chile",-18.36191344853394,-70.30443952073131
SUBCOMISARÍA CHINCHORRO NORTE,"Andalién 837, 1032369 Arica, Arica and Parinacota Region, Chile",-18.44581562285155,-70.29274251204544
SUBCOMISARÍA I.A.T. ARICA,"18 de Septiembre 1955, 1001194 Arica, Arica and Parinacota Region, Chile",-18.485947,-70.30015700000001
XV ZONA DE CARABS. ARICA PARINACOTA,"Doctor Juan Noé 784, 1000389 Arica, Arica and Parinacota Region, Chile",-18.4784361,-70.3119851
5TA COMISARIA CONTROL ORDEN PUBLICO,"18 de Septiembre 947, 1000800 Arica, Arica and Parinacota Region, Chile",-18.48226461556373,-70.31345361166993
TENENCIA CARRETERA ARICA,"Ruta 5 Norte, 1010000 Camarones, Arica and Parinacota Region, Chile",-19.160450675991168,-70.17953765621132
RETEN CODPA,"7 de Junio, 1020000 Camarones, Arica and Parinacota Region, Chile",-18.8337183,-69.7443063
RETEN ALCERRECA (F),"Gobernador Cobo, 1030000 General Lagos, Arica and Parinacota Region, Chile",-17.992324400000008,-69.66041442698366
RETEN TACORA (F),"Ruta A-23, 1030000 General Lagos, Arica and Parinacota Region, Chile",-17.771952048423394,-69.72440395152057
TENENCIA VISVIRI (F),"Ruta Andina, General Lagos, Arica and Parinacota Region, Chile",-17.5947692,-69.47701059999997
TENENCIA CARRETERA ARICA,"Ruta 5 Norte, 1010000 Camarones, Arica and Parinacota Region, Chile",-19.160535,-70.179647
2A. COMISARIA PUTRE,"Riquelme 298, 1020000 Putre, Arica and Parinacota Region, Chile",-18.195015535820573,-69.55919828257527
RETEN CAQUENA (F),"Carlos Ibañez del Campo, 1020000 Putre, Arica and Parinacota Region, Chile",-18.0545512,-69.20182349999999
RETEN CHAPIQUIÑA,"Ruta A-31, 1020000 Putre, Arica and Parinacota Region, Chile",-18.3720034,-69.54848379999999
RETEN CHILCAYA (F),"Ruta A-253, 1020000 Putre, Arica and Parinacota Region, Chile",-18.7939355,-69.08467740000003
RETEN CHUCUYO (F),"Ruta 11 CH, 1020000 Putre, Arica and Parinacota Region, Chile",-18.2186761,-69.3215479
RETEN GUALLATIRE (F),"Ruta Andina, 1020000 Putre, Arica and Parinacota Region, Chile",-18.4973822,-69.1545443
TENENCIA CHUNGARA (F),"Ruta 11 CH, 1020000 Putre, Arica and Parinacota Region, Chile",-18.2816721,-69.1382498
3A. COMISARÍA DE BULNES,"Vicente Tupper 49, 3930204 Bulnes, Ñuble Region, Chile",-36.738899955477955,-72.29753904365532
RETEN SANTA CLARA,"Caletera Ruta 5, 3820000 Bulnes, Ñuble Region, Chile",-36.82348101171945,-72.32880969391783
2A. COMISARÍA DE CHILLÁN,"Vega de Saldías 368, 3800543 Chillán, Ñuble Region, Chile",-36.60298948665496,-72.10506631635826
PREFECTURA ÑUBLE N° 27,"Vega de Saldías 368, 3800543 Chillán, Ñuble Region, Chile",-36.6029822,-72.1050304
RETEN EL ROBLE (TF),"San Fabián, Chile",-36.7438024,-71.258992
RETEN QUINCHAMALI,"Camino Real, 3780000 Chillán, Ñuble Region, Chile",-36.6512035,-72.41293200000001
SUBCOMISARÍA HUAMBALI,"Caupolicán 1458, 3790786 Chillán, Ñuble Region, Chile",-36.626440387197874,-72.09328716256562
TENENCIA CHILLAN ORIENTE,"Avenida Nueva Oriente 610, 3810000 Chillán, Ñuble Region, Chile",-36.614405981051995,-72.07572176472901
RETEN BONILLA,"El Nevado 1096, 3811904 Chillán, Ñuble Region, Chile",-36.60763718210024,-72.075867377095
6A COMISARIA DE CHILLAN VIEJO,"Avenida Libertador Bernardo O'Higgins 2804, 3820018 Chillán Viejo, Ñuble Region, Chile",-36.62169686243409,-72.134065651392
RETEN RUCAPEQUEN,"Avenida Rucapequén, 3820000 Chillán Viejo, Ñuble Region, Chile",-36.672294,-72.2793388
5A. COMISARÍA QUIRIHUE,"Esmeralda 735, 3690000 Quirihue, Ñuble Region, Chile",-36.28194286996756,-72.53987235767215
RETEN ÑINQUIHUE,"Camino Lateral Ruta 5, 384 San Carlos, Ñuble Region, Chile",-36.47749499740274,-72.0141721507178
1A. COMISARÍA DE SAN CARLOS,"Avenida Vicuña Mackenna 134, 3840066 San Carlos, Ñuble Region, Chile",-36.4233306,-71.96247
RETEN CACHAPOAL,"Avenida Independencia, 3840000 San Carlos, Ñuble Region, Chile",-36.45562969679576,-71.76701029499617
RETEN CAMPANARIO,"Los Amores 433, 4450000 Yungay, Ñuble Region, Chile",-37.1343113,-72.18829579999999
4A. COMISARÍA YUNGAY,"Tacna 34, 4450000 Yungay, Ñuble Region, Chile",-37.1181683,-72.0194057
RETEN ÑIQUEN,"La Cruzada, 3630000 Ñiquén, Ñuble Region, Chile",-36.2907443,-71.8972115
TENENCIA SAN GREGORIO,"Avenida Estado 298, 3630000 Ñiquén, Ñuble Region, Chile",-36.2820674,-71.81504210000003
RETEN ÑINHUE,"Esmeralda 501, 3780000 Ninhue, Ñuble Region, Chile",-36.3944917731666,-72.39716071797602
RETEN PORTEZUELO,"O'Higgins 507, 3960000 Portezuelo, Ñuble Region, Chile",-36.52798487553288,-72.42720120031322
RETEN ÑIPAS,"Barros Luco 598, 3780000 Ránquil, Ñuble Region, Chile",-36.60621347472763,-72.53424739456051
RETEN TREHUACO,"Gonzalo Urrejola 593, Treguaco, Ñuble Region, Chile",-36.4306010875635,-72.66779014142298
TENENCIA QUILLON,"El Roble 203, 3940314 Quillón, Ñuble Region, Chile",-36.74367912024708,-72.47699540526281
RETEN SAN NICOLAS,"Arturo Prat 202, 3780000 San Nicolás, Ñuble Region, Chile",-36.50296657643366,-72.21358145551255
SUBCOMISARIA CARRETERAS I.A.T. ÑUBLE,"Ruta 5 Sur, San Nicolás, Ñuble Region, Chile",-36.541513642614056,-72.08835853106405
SUBCOMISARÍA SAN FABIAN (F),"Avenida Los Andes 373, 3840000 San Fabián, Ñuble Region, Chile",-36.5599459,-71.54852490000002
RETEN RECINTO,"Ruta N-55, 3790000 Pinto, Ñuble Region, Chile",-36.8457151349076,-71.65819841224925
TENENCIA LAS TRANCAS (F),"Ruta N-55, 3790000 Pinto, Ñuble Region, Chile",-36.91109964124428,-71.47974638035657
TENENCIA PINTO,"Ernesto Riquelme 50, 3880000 Pinto, Ñuble Region, Chile",-36.7020816,-71.8926639
TENENCIA PEMUCO,"Miraflores 696, 3820000 Pemuco, Ñuble Region, Chile",-36.9786511,-72.0972595
TENENCIA EL CARMEN,"Esmeralda 1, 3790000 El Carmen, Ñuble Region, Chile",-36.8988396,-72.03220909999999
RETEN QUIRIQUINA,"San Luis, 3820000 San Ignacio, Ñuble Region, Chile",-36.84076632920189,-72.1013752624578
RETEN SAN IGNACIO,"Avenida Manuel Rodríguez 694, 3790000 San Ignacio, Ñuble Region, Chile",-36.80208749210748,-72.02888743862303
RETEN SAN MIGUEL,"Calle Pintor Ramón Toro Gutiérrez 659, 3790000 San Ignacio, Ñuble Region, Chile",-36.81392671485646,-71.96735106871722
RETEN CATO,"Ruta N-45, 3840000 Coihueco, Ñuble Region, Chile",-36.5435377,-71.77945060000002
RETEN TANILVORO,"Ruta N-545, 3790000 Coihueco, Ñuble Region, Chile",-36.7266503,-71.8208608
SUBCOMISARÍA COIHUECO,"San Martín 1598, 3810000 Coihueco, Ñuble Region, Chile",-36.62893482780371,-71.83940962511218
RETEN COBQUECURA,"Arturo Prat, 3690000 Cobquecura, Ñuble Region, Chile",-36.13074383820527,-72.79454505929073
RETEN GUARILIHUE,"Ruta N-170, 4160000 Coelemu, Ñuble Region, Chile",-36.56943985187903,-72.69980945767213
RETEN VEGAS DE ITATA,"Lavín, 4160000 Coelemu, Ñuble Region, Chile",-36.4020965,-72.8512911
SUBCOMISARÍA COELEMU,"Exequiel Larenas 810, 4160000 Coelemu, Ñuble Region, Chile",-36.48626763779219,-72.70043184292223
