Nombre,Direccion,Latitud,Longitud
PREFECTURA TALCAHUANO,"Avenida Blanco Encalada 720, 4270143 Talcahuano, Biobío Region, Chile",-36.7159635,-73.109207
TENENCIA HIGUERAS,"Avenida Desiderio García 495, 4271565 Talcahuano, Biobío Region, Chile",-36.74660037370823,-73.10148054009642
1A. COMISARÍA DE TOMÉ,"Mariano Egaña 1033, 4161009 Tomé, Biobío Region, Chile",-36.61832856498881,-72.95650515934011
RETEN DICHATO,"Ignacio Serrano 999, 4160000 Tomé, Biobío Region, Chile",-36.547965609834485,-72.93584678786806
RETEN RAFAEL,"O'Higgins 275, 4160000 Tomé, Biobío Region, Chile",-36.63004888516733,-72.79430354349012
RETEN CENTINELA,"Ignacio Carrera Pinto 351, 4580273 Yumbel, Biobío Region, Chile",-37.1431774,-72.53851580000003
RETEN RERE,"Bernardino Abarzúa 280, 4180000 Yumbel, Biobío Region, Chile",-37.13283030704944,-72.72826972109107
RETEN RIO CLARO,"Arturo Prat 315, 4440000 Yumbel, Biobío Region, Chile",-37.198799653851495,-72.61923490631926
5A. COMISARÍA YUMBEL,"General Cruz 600, 4580050 Yumbel, Biobío Region, Chile",-37.10060265867343,-72.56284969207633
RETEN TOMECO,"Balmaceda 302, 4180000 Yumbel, Biobío Region, Chile",-36.98787537551396,-72.62498002638932
RETEN MONTE AGUILA,"Florencio Arrivillaga 25, 4440000 Cabrero, Biobío Region, Chile",-37.0867718,-72.44185340000001
RETEN SALTO DEL LAJA,"Ruta 5 Sur, Cabrero, Biobío Region, Chile",-37.188423831862025,-72.39276360688478
SUBCOMISARÍA CABRERO,"Manuel Palacios 906, 4440000 Cabrero, Biobío Region, Chile",-37.037688470633974,-72.40522196065979
RETEN ANTIHUALA,"Pedro de Valdivia 30, 4210000 Los Álamos, Biobío Region, Chile",-37.67189093910711,-73.3907666892901
SUBCOMISARÏA LOS ALAMOS,"Pedro de Valdivia 313, 4380469 Los Álamos, Biobío Region, Chile",-37.62731728869906,-73.45872528315488
TENENCIA CONTULMO,"Ruta P-60-R, Contulmo, Biobío Region, Chile",-38.00591378551038,-73.22871833843175
SUBCOMISARÍA TIRUA,"Guerrero 5, 4800000 Tirúa, Biobío Region, Chile",-38.3445754,-73.49283109999999
RETEN SAN ROSENDO,"Almirante Latorre 309, 4570000 San Rosendo, Biobío Region, Chile",-37.26349113489869,-72.722688130172
RETEN POLCURA,"Aníbal Pinto 531, 4430000 Tucapel, Biobío Region, Chile",-37.28698785338514,-71.72330409586971
RETEN TRUPAN,"Alejandro Pérez, 4430000 Tucapel, Biobío Region, Chile",-37.27650096597332,-71.83382386591666
RETEN TUCAPEL,"Lautaro 305, 4450000 Tucapel, Biobío Region, Chile",-37.2931105,-71.9515033
TENECIA HUEPIL,"San Francisco 71, 4480065 Tucapel, Biobío Region, Chile",-37.243752736475635,-71.94467483624572
RETEN COPIULEMU,"310, 4180000 Florida, Biobío Region, Chile",-36.89547785526283,-72.80820355759641
TENENCIA FLORIDA,"Carlos Condell 701, 4180000 Florida, Biobío Region, Chile",-36.826442620561785,-72.6608326312828
RETEN QUILACOYA,"Ruta Q-60-O, 4180000 Hualqui, Biobío Region, Chile",-37.0538723046562,-72.9625953581226
RETEN TALCAMAVIDA,"Bernardo O'Higgins, 4180000 Hualqui, Biobío Region, Chile",-37.1623015,-72.9063408
TENENCIA HUALQUI,"Patricio Lynch 501, 4180382 Hualqui, Biobío Region, Chile",-36.97517751674053,-72.94062303512834
SUBCOMISARÍA LAJA,"Balmaceda 541, 4180000 Laja, Biobío Region, Chile",-37.27744201441906,-72.71665552817876
TENENCIA ANTUCO (F),"Los Carrera, 4430000 Antuco, Biobío Region, Chile",-37.32896812761287,-71.65992242179777
RETEN CANTERAS,"Mariano Egaña 241, 4430000 Quilleco, Biobío Region, Chile",-37.4042593,-72.01382890000002
RETEN QUILLECO,"Arturo Prat 398, 4430000 Quilleco, Biobío Region, Chile",-37.4678732,-71.9808198
TENENCIA NEGRETE,"Néstor del Río 290, 4440000 Negrete, Biobío Region, Chile",-37.58519464042805,-72.52735236734645
RETEN LONCOPANGUE,"Ruta Q-705, Quilaco, Biobío Region, Chile",-37.76811512718142,-71.77426268465575
RETEN QUILACO,"Arturo Prat 1280, 4430000 Quilaco, Biobío Region, Chile",-37.68433827627086,-72.0047712963692
RETEN RUCALHUE,"Ruta Q-705, Quilaco, Biobío Region, Chile",-37.7122208,-71.904784
TENENCIA SANTA JUANA,"Lautaro 13, 4180000 Santa Juana, Biobío Region, Chile",-37.17675696772771,-72.93646618656334
TENENCIA BIO BIO (F),"Calle Butalelbún, 4430000 Alto Biobío, Biobío Region, Chile",-37.8823479,-71.63629709999998
1A. COMISARÍA DE ANGOL,"Dieciocho 340, 4650999 Angol, Araucanía Region, Chile",-37.799427097568476,-72.7128323307636
PREFECTURA MALLECO N° 21,"Caupolicán 598, 4650861 Angol, Araucanía Region, Chile",-37.7976595,-72.7133158
2A COMISARIA COLLIPULLI,"O'Higgins 250, 4650000 Collipulli, Araucanía Region, Chile",-37.95784398510937,-72.43297501892891
RETEN CURACO,"Ruta R-49, 4650000 Collipulli, Araucanía Region, Chile",-38.0203138,-72.35540320000001
RETEN ESPERANZA,"Carrera, 4650000 Collipulli, Araucanía Region, Chile",-37.84500902182847,-72.3938043
RETEN MININCO,"Lautaro 96, 4650000 Collipulli, Araucanía Region, Chile",-37.7970288,-72.4701988
5A. COMISARÍA DE CURACAUTÍN,"Arauco 235, 4700594 Curacautín, Araucanía Region, Chile",-38.43871207833346,-71.88326579021304
RETEN MALALCAHUELLO,"Cristóbal Colón 350, 4920000 Curacautín, Araucanía Region, Chile",-38.47404118815594,-71.58187696256562
RETEN MANZANAR,"Los Robles KM 75, 4920000 Curacautín, Araucanía Region, Chile",-38.4667421,-71.7011837
1A COMISARIA DE LAUTARO,"José Miguel Carrera 1094, 4861186 Lautaro, Araucanía Region, Chile",-38.5331492,-72.43986269999999
RETEN DOLLINCO,"Ruta S-11-R, Lautaro, Araucanía Region, Chile",-38.48525146451334,-72.14846456263501
RETEN PILLANLELBUN,"Recabarren 101, 4780000 Lautaro, Araucanía Region, Chile",-38.63425957535737,-72.45141253068846
TENENCIA CARRETERAS CAUTIN NORTE,"Ruta 5 Sur, 4780000 Lautaro, Araucanía Region, Chile",-38.62506337393084,-72.45497444166415
6A COMISARIA DE LONCOCHE,"Avenida Barros Arana 950, 4970828 Loncoche, Araucanía Region, Chile",-39.372238928721266,-72.6354634309248
RETEN HUISCAPI,"451, 4930000 Loncoche, Araucanía Region, Chile",-39.29527734458335,-72.40043240674589
RETEN LA PAZ,"Valparaíso 931, 4930000 Loncoche, Araucanía Region, Chile",-39.4096755,-72.71032489999999
TENENCIA CARRETERA CAUTIN SUR,"Caletera Ruta 5, 497 Loncoche, Araucanía Region, Chile",-39.35595866452942,-72.58354186508177
4A COMISARIA NUEVA IMPERIAL,"Arturo Prat 128, 5020150 Nueva Imperial, Araucanía Region, Chile",-38.74309269365732,-72.95251594886668
3A COMISARIA PADRE LAS CASAS,"Eusebio Lillo 152, 4850769 Padre Las Casas, Araucanía Region, Chile",-38.75825080020949,-72.59285964363283
5A COMISARIA DE PITRUFQUEN,"Gronow 894, 4850000 Pitrufquén, Araucanía Region, Chile",-38.98666338597907,-72.6319387393815
RETEN COMUY,"Camino a Toltén, 4810000 Pitrufquén, Araucanía Region, Chile",-39.024027037601755,-72.96652128954923
9A COMISARIA DE PUCON,"Bernardo O'Higgins 135, 4920479 Pucón, Araucanía Region, Chile",-39.2774174,-71.97775289999998
2A. COMISARÍA DE TEMUCO,"Claro Solar 1284, 4791209 Temuco, Araucanía Region, Chile",-38.7403846033571,-72.58464343464516
8A COMISARIA TEMUCO,"Avenida San Martín 910, 4802343 Temuco, Araucanía Region, Chile",-38.73245211463328,-72.64040337486875
IX ZONA DE CARABINEROS ARAUCANIA,"Claro Solar 1257, 4791122 Temuco, Araucanía Region, Chile",-38.7402509,-72.5847789
PREFECTURA CAUTIN,"Claro Solar 1315, 4790859 Temuco, Araucanía Region, Chile",-38.7404786,-72.5840246
SUBCOMISARÍA I.A.T. ARAUCANÍA,"Pircunche 365, 4790661 Temuco, Araucanía Region, Chile",-38.7340316,-72.5716346
TENENCIA LABRANZA,"1 Norte 65, 4810000 Temuco, Araucanía Region, Chile",-38.76615881091033,-72.75243902208871
TENENCIA FAMILIA E INFANCIA ARAUCANÍA,"Pircunche 365, 4790661 Temuco, Araucanía Region, Chile",-38.7340845,-72.571581
1A COMISARIA FUERZAS ESPECIALES TEMUCO,"Santa Teresa 1295, 4810000 Temuco, Araucanía Region, Chile",-38.7425364,-72.6145395
2A COMISARIA FUERZAS ESPECIALES PAILAHUEQUE,"Ruta 5 Sur, 4650000 Ercilla, Araucanía Region, Chile",-38.1440898,-72.3116811
3A COMISARIA FUERZAS ESPECIALES MALLECO,"Ruta 5 Sur, 4650000 Ercilla, Araucanía Region, Chile",-38.1440898,-72.3116811
3A. COMISARÍA TRAIGUEN,"General Gana 213, 4650000 Traiguén, Araucanía Region, Chile",-38.2436674,-72.66426639999997
RETEN QUILQUEN,"Ruta R-360, 4650000 Traiguén, Araucanía Region, Chile",-38.1098801,-72.7087426
4A COMISARIA VICTORIA,"Sotomayor 385, 4720019 Victoria, Araucanía Region, Chile",-38.23651877104099,-72.3357162625656
RETEN PUA,"Los Eucaliptus, 4780000 Victoria, Araucanía Region, Chile",-38.3365333,-72.37588590000001
RETEN SELVA OSCURA,"Prat 210, 4780000 Victoria, Araucanía Region, Chile",-38.36818631822535,-72.16540003002473
TENENCIA CARRETERA MALLECO,"Ruta 5 Sur, Victoria, Araucanía Region, Chile",-38.272624470291,-72.36491173605901
7A COMISARIA VILLARRICA,"Manuel Antonio Matta 230, 4930423 Villarrica, Araucanía Region, Chile",-39.2783758477405,-72.22659773116618
RETEN LICAN RAY,"General Basilio Urrutia 735, 4930000 Villarrica, Araucanía Region, Chile",-39.48749884577509,-72.16047761858647
SUBCOMISARIA LONQUIMAY (F),"Lautaro 167, 4920000 Lonquimay, Araucanía Region, Chile",-38.453283034427535,-71.37082831918792
RETEN ICALMA (F),"Camino Temuco - Cunco - Paso Icalma, 4920000 Lonquimay, Araucanía Region, Chile",-38.811427420098504,-71.28248108465573
RETEN SIERRA NEVADA,"Ruta 181 CH, 4920000 Lonquimay, Araucanía Region, Chile",-38.56315493623068,-71.47511027056964
RETEN TROYO (F),"Ruta R-791, Lonquimay, Araucanía Region, Chile",-38.25360543767903,-71.30517077605742
TENENCIA LIUCURA (F),"Ruta 181 CH, 4920000 Lonquimay, Araucanía Region, Chile",-38.645289,-71.0904558
RETEN BARROS ARANA,"Dos Sur 115, 4810000 Teodoro Schmidt, Araucanía Region, Chile",-38.9869066,-72.9245608
RETEN HUALPIN,"Manuel Plaza 390, 4810000 Teodoro Schmidt, Araucanía Region, Chile",-39.088072,-73.1808669
RETEN TEODORO SCHMIDT,"Germán Winkel 11, 4810000 Teodoro Schmidt, Araucanía Region, Chile",-38.9939768,-73.0856093
RETEN CAJON,"Alexandro Urrutia 6, 4780000 Vilcún, Araucanía Region, Chile",-38.67765901249471,-72.50539483365952
RETEN CHERQUENCO,"Avenida Constitución, 4780000 Vilcún, Araucanía Region, Chile",-38.68563294313004,-72.00252223372956
RETEN SAN PATRICIO,"Avenida Inglesa 208, 4780000 Vilcún, Araucanía Region, Chile",-38.66101258279444,-72.12198618280331
TENENCIA VILCUN,"Chorrillos 391, 4780000 Vilcún, Araucanía Region, Chile",-38.671162215950254,-72.22481662005146
RETEN CATRIPULLI,"Camino Rinconada, Curarrehue, Araucanía Region, Chile",-39.34805197179037,-71.70619849064906
RETEN REIGOLIL (F),"Ruta S-965, 4910000 Curarrehue, Araucanía Region, Chile",-39.1163909,-71.4741639
TENENCIA CURARREHUE (F),"Héroes de la Concepción 603, 4910000 Curarrehue, Araucanía Region, Chile",-39.35956094490379,-71.58722962613177
RETEN LAS HORTENSIAS,"Avenida Flor, 4930000 Cunco, Araucanía Region, Chile",-38.9408458,-72.1521818
RETEN LOS LAURELES,"Artemio Gutiérrez 94, 4930000 Cunco, Araucanía Region, Chile",-38.990353993854484,-72.24697632693824
SUBCOMISARÍA CUNCO,"Avenida Santa María 130, 4920000 Cunco, Araucanía Region, Chile",-38.9317132,-72.0354744
RETEN LASTARRIA,"Villa Alegre 201, 4930000 Gorbea, Araucanía Region, Chile",-39.2350496,-72.6778248
RETEN QUITRATUE,"Juan Guerra 660, 4850000 Gorbea, Araucanía Region, Chile",-39.1550379,-72.6587513
TENENCIA GORBEA,"Bernardo O'Higgins 209, 4960430 Gorbea, Araucanía Region, Chile",-39.09736040128276,-72.67142925065764
RETEN PICHI-PELLAHUEN,"Camino Pichipellahuen por Huiñilhue, Lumaco, Araucanía Region, Chile",-38.325079267310315,-73.00012822394257
TENENCIA CAPITAN PASTENE,"Pedro Montt 221, 4740272 Lumaco, Araucanía Region, Chile",-38.1896402,-72.9905536
RETEN LUMACO,"Ruta R-90-P, Lumaco, Araucanía Region, Chile",-38.1649672,-72.8923277
RETEN MELIPEUCO (F),"Pedro Aguirre Cerda 200, 4920000 Melipeuco, Araucanía Region, Chile",-38.85533594361651,-71.70066776871721
RETEN NEHUENTUE,"Arauco 380, 4800000 Carahue, Araucanía Region, Chile",-38.7453141,-73.40841290000003
RETEN TROVOLHUE,"Romilio Adriazola 20, 4800000 Carahue, Araucanía Region, Chile",-38.63079412483316,-73.31416472142638
SUBCOMISARÍA CARAHUE,"Ercilla 251, 4800000 Carahue, Araucanía Region, Chile",-38.711157884206585,-73.1684116889549
RETEN PAILAHUEQUE,"Colón, 4650000 Ercilla, Araucanía Region, Chile",-38.1356754,-72.3155519
SUBCOMISARÍA ERCILLA,"Avenida Ercilla 418, 4650000 Ercilla, Araucanía Region, Chile",-38.06458,-72.37905180000001
RETEN PUERTO DOMÍNGUEZ,"Jorge Alessandri, 4810000 Saavedra, Araucanía Region, Chile",-38.8969485,-73.2553378
TENENCIA PUERTO SAAVEDRA,"Avenida Ejército 702, 5000155 Saavedra, Araucanía Region, Chile",-38.7850271,-73.39774319999998
RETEN QUEPE,"Riquelme 72, 4850000 Freire, Araucanía Region, Chile",-38.8671114,-72.6133815
RETEN RADAL,"Arturo Prat, 4850000 Freire, Araucanía Region, Chile",-38.9839897,-72.39240480000001
TENENCIA FREIRE,"Villarrica 283, 4850000 Freire, Araucanía Region, Chile",-38.95139409886875,-72.62393003452223
RETEN QUEULE,"Avda. Costanera, 5110000 Toltén, Araucanía Region, Chile",-39.3977344,-73.2099954
TENENCIA TOLTEN,"José María Caro 564, 5110000 Toltén, Araucanía Region, Chile",-39.1771513,-73.1691247
SUBCOMISARÍA LOS SAUCES,"Barros Arana 180, 4650000 Los Sauces, Araucanía Region, Chile",-37.9811692,-72.83501690000003
TENENCIA GALVARINO,"Manuel Rodríguez 498, 5030008 Galvarino, Araucanía Region, Chile",-38.410756255382594,-72.78296723068848
TENENCIA PUREN,"Contulmo 996, 4650000 Purén, Araucanía Region, Chile",-38.0335822,-73.07040710000001
RETEN TIJERAL,"Santa Elisa, 467 Renaico, Araucanía Region, Chile",-37.7338199,-72.61313200000001
TENENCIA RENAICO,"Avenida Lorenzo de la Maza 71, 4670195 Renaico, Araucanía Region, Chile",-37.6706711,-72.5898432
RETEN CHOLCHOL,"Avenida Arturo Prat 313, 4800000 Cholchol, Araucanía Region, Chile",-38.60198018406883,-72.84620330676938
RETEN PERQUENCO,"San Martín 282, 4780000 Perquenco, Araucanía Region, Chile",-38.419721,-72.37730449999998
1A. COMISARIA DE ANCUD,"Baquedano 370, 5710944 Ancud, Los Lagos Region, Chile",-41.86541702985029,-73.82720488917636
TENENCIA CHACAO,"Alonso de Ercilla 225, 5710000 Ancud, Los Lagos Region, Chile",-41.82959672723442,-73.52496963944907
TENENCIA CHILOE (M.C),"Ruta 5 Sur, 5710000 Ancud, Los Lagos Region, Chile",-42.1413746,-73.72235899999998
4A. COMISARIA CALBUCO,"Galvarino Riveros 70, 5570278 Calbuco, Los Lagos Region, Chile",-41.771923934844736,-73.12783627099282
RETEN ISLA HUAR,"Ruta V-827, 5500000 Calbuco, Los Lagos Region, Chile",-41.66807189828232,-72.9787020232788
RETEN ISLA PULUQUI,"Camino San Ramón - Perhue, 5500000 Calbuco, Los Lagos Region, Chile",-41.7972713820149,-73.0359704465576
2A. COMISARIA DE CASTRO,"Portales 481, 5700000 Castro, Los Lagos Region, Chile",-42.4826120791308,-73.76598453826159
PREFECTURA CHILOE N° 26,"Portales 440, 5700000 Castro, Los Lagos Region, Chile",-42.4828912,-73.7658719
4A. COMISARIA DE CHAITEN (F),"Almirante Riveros 435, 5700000 Chaitén, Los Lagos Region, Chile",-42.916061505675536,-72.70947452404147
RETEN AYACARA (F),"Ruta W-813, Chaitén, Los Lagos Region, Chile",-42.3171505,-72.7845122
3A. COMISARIA DE FUTALEUFU (F),"Bernardo O'Higgins 516, 5500000 Futaleufú, Los Lagos Region, Chile",-43.1864365,-71.8673243
TENENCIA EL LIMITE (F),"Ruta 231 CH, Futaleufú, Los Lagos Region, Chile",-43.176725362195356,-71.75866092409683
3A. COMISARIA DE MAULLIN,"Costanera 35, 5710000 Maullín, Los Lagos Region, Chile",-41.621157703316236,-73.59432068211765
RETEN LA PASADA,"Ruta V-46, 5710000 Maullín, Los Lagos Region, Chile",-41.6032684,-73.59796110000002
RETEN OLMOPULLI,"Ruta V-922, 5500000 Maullín, Los Lagos Region, Chile",-41.593492883913534,-73.40518560118869
RETEN QUENUIR,"Ignacio Serrano, 5710000 Maullín, Los Lagos Region, Chile",-41.5645828,-73.67683970000002
TENENCIA CARELMAPU,"Bernardo O'Higgins, 5710000 Maullín, Los Lagos Region, Chile",-41.745869217245485,-73.70655751426534
1A. COMISARIA OSORNO,"Justo Geisse 846, 5310719 Osorno, Los Lagos Region, Chile",-40.57706919231502,-73.12614992669984
3A. COMISARIA OSORNO (S.U.),"Iquique 472, 5300413 Osorno, Los Lagos Region, Chile",-40.574832106692604,-73.15007509257157
PREFECTURA OSORNO N° 4,"Justo Geisse 849, 5310718 Osorno, Los Lagos Region, Chile",-40.5768811,-73.1265263
RETEN CANCURA,"Las Rosas, 5310000 Osorno, Los Lagos Region, Chile",-40.759278391795384,-72.9662426398811
RETEN ELEUTERIO RAMIREZ,"Ruta U-423, 5310000 Osorno, Los Lagos Region, Chile",-40.591666430993584,-72.94906907301635
RETEN OVEJERIA,"Ernesto Riquelme 148, 5300000 Osorno, Los Lagos Region, Chile",-40.581295026126064,-73.14869626541372
RETEN PAMPA ALEGRE,"Los Álamos 545, 5290676 Osorno, Los Lagos Region, Chile",-40.564765895964754,-73.15246970231846
SUBCOMISARÍA RAHUE ALTO,"Guatemala 1437, 5301026 Osorno, Los Lagos Region, Chile",-40.5826394863754,-73.1662735318705
TENENCIA CARRETERA OSORNO,"Ruta 5 Sur, 5310000 Osorno, Los Lagos Region, Chile",-40.640457671180556,-73.11512026085205
5A. COMISARIA DE PALENA (F),"Pedro Montt 765, 5950000 Palena, Los Lagos Region, Chile",-43.61844642004998,-71.8035988416159
RETEN VALLE CALIFORNIA (F),"Ruta W-895, 5950000 Palena, Los Lagos Region, Chile",-43.68352467936366,-71.70868073002475
TENENCIA RÍO ENCUENTRO (F),"Ruta 235 CH, Palena, Los Lagos Region, Chile",-43.593647662527886,-71.71250689410465
2A. COMISARIA PUERTO MONTT,"Ejército 200, 5502597 Puerto Montt, Los Lagos Region, Chile",-41.47051815450985,-72.93549895844728
5A. COMISARIA PUERTO MONTT,"Avenida Parque Industrial 420, 5501089 Puerto Montt, Los Lagos Region, Chile",-41.46039793621381,-72.95240989748385
PREFECTURA LLANQUIHUE,"Copiapó 180, 5504451 Puerto Montt, Los Lagos Region, Chile",-41.4709103,-72.9354723
RETEN PIEDRA AZUL (EX CORRENTOSO),"Ruta V-651, 5500000 Puerto Montt, Los Lagos Region, Chile",-41.453436,-72.6626382
TENENCIA PANITAO (MC),"Conexión Urbana Ruta 5 (Trapén) - Ruta 7 4, 5500000 Puerto Montt, Los Lagos Region, Chile",-41.522453592683576,-73.08875181957399
7A. COMISARIA MIRASOL,"Avenida La Cruz 2006, 5505417 Puerto Montt, Los Lagos Region, Chile",-41.475032606098736,-72.98392593595258
6A. COMISARIA ALERCE (S.U.).,"Quinchao 750, 5520000 Puerto Montt, Los Lagos Region, Chile",-41.39899703934482,-72.90303543950824
TENENCIA LAS QUEMAS,"Camino Las Quemas, 5500000 Puerto Montt, Los Lagos Region, Chile",-41.40202338733681,-73.18010633491821
SUBCOMISÍA RELONCAVI,"Río Cululil 11, 5500000 Puerto Montt, Los Lagos Region, Chile",-41.473590215834356,-72.91056957035886
X ZONA DE CARABINEROS LOS LAGOS,"Miramar 1500, 5507060 Puerto Montt, Los Lagos Region, Chile",-41.4783817,-72.9534732
8A. COMISARIA C.O.P. LLANQUIHUE,"Huasco 30, 5502536 Puerto Montt, Los Lagos Region, Chile",-41.4723477,-72.9340419
1A. COMISARIA DE PUERTO VARAS,"San Francisco 241, 5550508 Puerto Varas, Los Lagos Region, Chile",-41.31632482548893,-72.9843139656067
RETEN NUEVA BRAUNAU,"Otto Klein 137, 5550000 Puerto Varas, Los Lagos Region, Chile",-41.325761588052416,-73.07917207867717
RETEN RIO PESCADO,"Ruta 225 CH, 5520000 Puerto Varas, Los Lagos Region, Chile",-41.2534545,-72.79693480000003
TENENCIA CARRETERA LLANQUIHUE,"Ruta 5 Sur, Puerto Varas, Los Lagos Region, Chile",-41.35708191892799,-72.97895755078736
TENENCIA CASA PANGUE (F),"Ruta 225 CH, 5520000 Puerto Varas, Los Lagos Region, Chile",-41.04764605107673,-71.87666677479933
TENENCIA ENSENADA,"Ruta 225 CH, 5520000 Puerto Varas, Los Lagos Region, Chile",-41.20851814297294,-72.53864138095093
2A. COMISARIA DE RIO NEGRO,"Arturo Prat 471, 5390212 Río Negro, Los Lagos Region, Chile",-40.7993203,-73.21821369999998
RETEN RIACHUELO,"Barros Arana 295, 5300000 Río Negro, Los Lagos Region, Chile",-40.82058053070643,-73.33915384166414
RETEN CANUTILLAR,"Ralún - Canutillar - Lago Chapo, Cochamó, Los Lagos Region, Chile",-41.49592230310479,-72.33402435277861
RETEN COCHAMO,"Avenida Cochamó 179, 5500000 Cochamó, Los Lagos Region, Chile",-41.4931149,-72.30526399999997
RETEN LLANADA GRANDE (F),"Ruta V-721, 5500000 Cochamó, Los Lagos Region, Chile",-41.8696493,-71.94179680000002
RETEN PASO BOLSON (F),"Cochamó, Chile",-42.0814583,-71.8056664
RETEN PASO EL LEON (F),"Cochamó, Chile",-41.503448197495935,-71.8558098116394
RETEN RIO PUELO,"Ruta V-695, 5500000 Cochamó, Los Lagos Region, Chile",-41.6593025,-72.3387156
RETEN CASMA,"Joaquin Prieto 102, 5550000 Frutillar, Los Lagos Region, Chile",-41.0100106,-73.1230116
SUBCOMISARÍA FRUTILLAR,"Pasaje Suecia 580, 5550000 Frutillar, Los Lagos Region, Chile",-41.12871514322552,-73.05259406824177
RETEN CONTAO,"Bernardo O'Higgins, 5500000 Hualaihué, Los Lagos Region, Chile",-41.80412155500633,-72.71850150806551
RETEN VODUDAHUE (F),"Hualaihué, Chile",-42.4902790390461,-72.39142732023777
TENENCIA HORNOPIREN (F),"Avenida Bernardo O'Higgins 2, 5500000 Hualaihué, Los Lagos Region, Chile",-41.9669075,-72.4711713
RETEN CORTE ALTO,"Vicuña Mackenna 245, 5300000 Purranque, Los Lagos Region, Chile",-40.9517376916906,-73.16218894232787
RETEN CRUCERO,"Ruta U-900, 5300000 Purranque, Los Lagos Region, Chile",-40.9252401,-73.34926289999999
SUBCOMISARÍA PURRANQUE,"Eleuterio Ramírez 460, 5380449 Purranque, Los Lagos Region, Chile",-40.91436301730845,-73.16198332513125
RETEN ISLA QUENAC,"Quinchao, Chile",-42.4581403542609,-73.33141116931154
SUBCOMISARÍA ACHAO,"Ricardo Jara 12, 5700000 Quinchao, Los Lagos Region, Chile",-42.471777303818584,-73.49294863041052
RETEN LAS CASCADAS,"Vicente Pérez Rosales 251, 5550000 Puerto Octay, Los Lagos Region, Chile",-41.082804,-72.63570679999998
RETEN RUPANCO,"Camino Central Rupanco - Puerto Rico, Puerto Octay, Los Lagos Region, Chile",-40.8640045,-72.7180907
TENENCIA PUERTO OCTAY,"Germán Wulff 1, 5550000 Puerto Octay, Los Lagos Region, Chile",-40.9706882,-72.88355639999997
RETEN LONCOTORO,"Línea Balmaceda, 5550000 Llanquihue, Los Lagos Region, Chile",-41.2943151,-73.21253059999998
RETEN LOS PELLINES,"Arturo Prat KM 989, 5550000 Llanquihue, Los Lagos Region, Chile",-41.190485513279526,-73.06972572332796
SUBCOMISARÍA LLANQUIHUE,"Ignacio Serrano 618, 5550000 Llanquihue, Los Lagos Region, Chile",-41.2686649,-72.9999987
RETEN MECHUQUE,"Quemchi, Chile",-42.3141387,-73.26805289999999
RETEN QUEMCHI,"Pedro Montt 300, 5710000 Quemchi, Los Lagos Region, Chile",-42.144012593637335,-73.4734823083312
RETEN PARAGUAY CHICO,"Acceso a Paraguay Chico, 5500000 Los Muermos, Los Lagos Region, Chile",-41.4118249,-73.28534200000001
RETEN RIO FRIO,"Avenida Llico, 5550000 Los Muermos, Los Lagos Region, Chile",-41.30001222357774,-73.45112667885451
SUBCOMISARÍA LOS MUERMOS,"Pablo Tellez 300, 5550000 Los Muermos, Los Lagos Region, Chile",-41.39446272278061,-73.4656963306885
RETEN PARGUA,"Cochrane KM 1078, 5710000 Calbuco, Los Lagos Region, Chile",-41.79115397466461,-73.46060491310197
RETEN TEGUALDA,"Ruta U-960-V 222, 5550000 Fresia, Los Lagos Region, Chile",-41.0394336,-73.4088079
TENENCIA FRESIA,"O'Higgins 298, 5600335 Fresia, Los Lagos Region, Chile",-41.15373505208999,-73.41731623187712
RETEN PUQUELDON,"Teniente Merino, 5700000 Puqueldón, Los Lagos Region, Chile",-42.6001135,-73.67588339999998
RETEN QUEILEN,"José Manuel Balmaceda 83, 5700000 Queilen, Los Lagos Region, Chile",-42.8912152,-73.47587090000002
RETEN QUILACAHUIN,"Ruta U-170, 5220000 San Pablo, Los Lagos Region, Chile",-40.3764079,-73.26607150000001
RETEN TRUMAO,"Ruta U-100, 5220000 San Pablo, Los Lagos Region, Chile",-40.36134950137369,-73.16541690422974
TENENCIA SAN PABLO,"Tralmahue 504, 5350031 San Pablo, Los Lagos Region, Chile",-40.4111392,-73.0076618
6A. COMISARIA QUELLON (S.U),"Juan Ladrillero 550, 5790111 Quellón, Los Lagos Region, Chile",-43.11704624470087,-73.62165161562348
TENENCIA CHONCHI,"Avenida Pedro Aguirre Cerda 200, 5700000 Chonchi, Los Lagos Region, Chile",-42.62072707334235,-73.7742516460309
TENENCIA DALCAHUE,"Avenida Mocopulli 35, 5700000 Dalcahue, Los Lagos Region, Chile",-42.3789392610629,-73.65278854362293
TENENCIA ENTRE LAGOS,"Heriberto Novoa 1274, 5310000 Puyehue, Los Lagos Region, Chile",-40.686074315555274,-72.60457790000464
TENENCIA PAJARITOS (F),"Ruta 215 CH, Puyehue, Los Lagos Region, Chile",-40.6624031,-72.13130260000003
RETEN BAHIA MANSA,"Avenida Panguimapu KM 58, 5300000 San Juan de la Costa, Los Lagos Region, Chile",-40.5817694,-73.73268000000002
RETEN SAN JUAN DE LA COSTA,"Camino Puaucho - Trinidad, 5300000 San Juan de la Costa, Los Lagos Region, Chile",-40.4990393303316,-73.39662309359073
RETEN CURACO DE VELEZ,"Carlos Miller Norton 2, 5700000 Curaco de Vélez, Los Lagos Region, Chile",-42.43899889727484,-73.59544789763027
